Issue Number; Title; Github URL; Labels; State; Created At; Updated At; Reporter; Assignee
1682; "[APIAPP] library authentication"; https://github.com/edrlab/thorium-reader/issues/1682; ""; closed; 04/28/2022; 06/08/2022; panaC; panaC
1681; "[APIAPP] implement librarySearch endpoint in thorium"; https://github.com/edrlab/thorium-reader/issues/1681; ""; closed; 04/28/2022; 06/08/2022; panaC; panaC
1680; "[APIAPP] overriding the http request function to manage https://fr.wikipedia.org/wiki/Keyed-hash_message_authentication_code from Dilicom"; https://github.com/edrlab/thorium-reader/issues/1680; ""; closed; 04/28/2022; 06/08/2022; panaC; panaC
1679; "Dilicom APIAPP integration"; https://github.com/edrlab/thorium-reader/issues/1679; ""; closed; 04/28/2022; 06/08/2022; panaC; danielweck
1678; "Thorium doesn't keep size in header tags (h1-h6)"; https://github.com/edrlab/thorium-reader/issues/1678; ""; closed; 04/28/2022; 05/03/2022; dualpixel-digital; 
1677; "CSS colored background combi bug"; https://github.com/edrlab/thorium-reader/issues/1677; ""; closed; 04/20/2022; 09/25/2022; MyDK; 
1676; "Touch screen zoom on windows 10"; https://github.com/edrlab/thorium-reader/issues/1676; ""; closed; 04/18/2022; 04/21/2022; quiquegurdiel; 
1675; "Unpredictable Jumps"; https://github.com/edrlab/thorium-reader/issues/1675; ""; closed; 04/16/2022; 05/31/2022; psygo; 
1674; "l10n/ca"; https://github.com/edrlab/thorium-reader/pull/1674; ""; closed; 04/12/2022; 04/12/2022; danielweck; 
1673; "l10n/ga"; https://github.com/edrlab/thorium-reader/pull/1673; ""; closed; 04/12/2022; 04/12/2022; danielweck; 
1672; "Update pt-PT translation"; https://github.com/edrlab/thorium-reader/pull/1672; ""; closed; 04/11/2022; 04/12/2022; horus68; 
1671; "Added Galician locale"; https://github.com/edrlab/thorium-reader/pull/1671; ""; closed; 04/11/2022; 04/12/2022; HadrienGardeur; 
1670; "Added Basque locale"; https://github.com/edrlab/thorium-reader/pull/1670; ""; closed; 04/11/2022; 05/09/2022; HadrienGardeur; 
1669; "Added Catalan locale"; https://github.com/edrlab/thorium-reader/pull/1669; ""; closed; 04/11/2022; 04/12/2022; HadrienGardeur; 
1668; "Updated Spanish translation"; https://github.com/edrlab/thorium-reader/pull/1668; ""; closed; 04/11/2022; 04/12/2022; HadrienGardeur; 
1667; "Implementation of the epub:type='noteref'"; https://github.com/edrlab/thorium-reader/issues/1667; "feature"; closed; 04/11/2022; 08/26/2022; jhswift; 
1666; "New Library view: fewer columns? "; https://github.com/edrlab/thorium-reader/issues/1666; ""; closed; 04/07/2022; 05/09/2022; llemeurfr; 
1665; "Improved Simplified Chinese Translation"; https://github.com/edrlab/thorium-reader/pull/1665; ""; closed; 04/06/2022; 04/12/2022; cary-rowen; 
1664; "[macOS] App icon is too big"; https://github.com/edrlab/thorium-reader/issues/1664; ""; closed; 04/06/2022; 08/31/2022; huylv; panaC
1662; "Get page number from an ePub"; https://github.com/edrlab/thorium-reader/issues/1662; "accessibility"; closed; 04/03/2022; 08/28/2022; spudthebud; 
1661; "Improve Japanese translation"; https://github.com/edrlab/thorium-reader/pull/1661; ""; closed; 04/02/2022; 04/12/2022; peaceroad; 
1660; "Case of the Missing ‘a’s When ReadAloud Reads Math"; https://github.com/edrlab/thorium-reader/issues/1660; "accessibility,feature"; open; 04/01/2022; 07/04/2022; brichwin; 
1659; "Arch Linux package distribution"; https://github.com/edrlab/thorium-reader/issues/1659; "feature"; closed; 03/30/2022; 08/26/2022; danielweck; 
1658; "Some Hachette EPUBs have section element inside body, with height = 100%, causing cover image hiding"; https://github.com/edrlab/thorium-reader/issues/1658; ""; closed; 03/30/2022; 05/09/2022; danielweck; 
1657; "Navigation controls disappear in fullscreen mode on keyboardless Windows 11 tablet computer"; https://github.com/edrlab/thorium-reader/issues/1657; "mouse-touch,user-interface,feature"; open; 03/22/2022; 03/22/2022; PhilippeBruno; 
1656; "[suggestion] Improve layout TOC"; https://github.com/edrlab/thorium-reader/issues/1656; ""; closed; 03/17/2022; 03/28/2022; dualpixel-digital; danielweck
1655; "Updating empty strings and minor correction in Swedish locale"; https://github.com/edrlab/thorium-reader/pull/1655; ""; closed; 03/16/2022; 03/16/2022; martinpub; 
1654; "Feature: Get current page number"; https://github.com/edrlab/thorium-reader/issues/1654; "accessibility"; closed; 03/15/2022; 03/24/2022; spudthebud; 
1653; "Update pt-pt.json"; https://github.com/edrlab/thorium-reader/pull/1653; ""; closed; 03/14/2022; 03/16/2022; horus68; 
1652; "fix(l10n): Updated Spanish translation"; https://github.com/edrlab/thorium-reader/pull/1652; ""; closed; 03/13/2022; 03/13/2022; nvdaes; 
1651; "feat: accessible bookshelf data grid, fuzzy text search (global and per-column), column sorting, pagination, compact / list mode"; https://github.com/edrlab/thorium-reader/pull/1651; ""; closed; 03/11/2022; 03/11/2022; danielweck; 
1650; "Features: rotate screen and zoom with custom value"; https://github.com/edrlab/thorium-reader/issues/1650; ""; closed; 03/06/2022; 08/26/2022; marcoratto; 
1649; "chore(deps): bump urijs from 1.19.8 to 1.19.9"; https://github.com/edrlab/thorium-reader/pull/1649; "dependencies"; closed; 03/04/2022; 03/04/2022; dependabot[bot]; 
1648; "SAPI 5 TTS does not show up in Thorium v1.8.0"; https://github.com/edrlab/thorium-reader/issues/1648; ""; closed; 03/02/2022; 07/25/2022; riiski; 
1647; "chore(dev): migrate GitHub release NodeJS Octokit code to GitHub Actions 'script'"; https://github.com/edrlab/thorium-reader/issues/1647; ""; closed; 03/01/2022; 08/26/2022; danielweck; danielweck
1646; "Add Linux .desktop file keywords to package.json"; https://github.com/edrlab/thorium-reader/pull/1646; ""; closed; 02/26/2022; 08/31/2022; elcste; 
1645; "letters in mathematical equations are not properly displayed"; https://github.com/edrlab/thorium-reader/issues/1645; ""; closed; 02/26/2022; 03/01/2022; qnao; 
1644; "Notification toasts cover sidebar controls"; https://github.com/edrlab/thorium-reader/issues/1644; ""; closed; 02/25/2022; 03/06/2022; elcste; 
1643; "Missing option: space between paragraph"; https://github.com/edrlab/thorium-reader/issues/1643; ""; closed; 02/24/2022; 03/01/2022; riiski; 
1640; "Swedish translation update"; https://github.com/edrlab/thorium-reader/pull/1640; ""; closed; 02/16/2022; 02/16/2022; martinpub; 
1639; "EPUB table of contents only showing up with MAC version"; https://github.com/edrlab/thorium-reader/issues/1639; ""; closed; 02/11/2022; 04/21/2022; meganmcmeekin; 
1638; "React Router v6"; https://github.com/edrlab/thorium-reader/pull/1638; ""; closed; 02/10/2022; 02/11/2022; danielweck; 
1637; "Annoyance: two windows when opening EPUB from File Explorer in Windows"; https://github.com/edrlab/thorium-reader/issues/1637; ""; closed; 02/08/2022; 09/05/2022; PhilippeBruno; 
1636; "Update issue from the Windows Store + naming issue"; https://github.com/edrlab/thorium-reader/issues/1636; ""; closed; 02/07/2022; 08/26/2022; llemeurfr; 
1635; "keyboard characters y and n for yes/no cannot be used to eg. delete a book form My Books?"; https://github.com/edrlab/thorium-reader/issues/1635; ""; closed; 02/04/2022; 11/24/2022; MyDK; danielweck
1634; "Feature idea: Get reference of item being read"; https://github.com/edrlab/thorium-reader/issues/1634; ""; closed; 02/04/2022; 08/26/2022; spudthebud; 
1633; "[Feature Request] Printing"; https://github.com/edrlab/thorium-reader/issues/1633; ""; closed; 02/03/2022; 02/03/2022; Francois059; 
1632; "What does 'OPDS feed' mean?"; https://github.com/edrlab/thorium-reader/issues/1632; ""; closed; 02/02/2022; 02/04/2022; spudthebud; 
1631; "Assumption that users will be reading books?"; https://github.com/edrlab/thorium-reader/issues/1631; ""; closed; 02/02/2022; 08/26/2022; spudthebud; 
1630; "dev: POSIX filesystem safeguards, character escaping in URL paths"; https://github.com/edrlab/thorium-reader/issues/1630; "enhancement,help wanted,question"; closed; 02/01/2022; 08/26/2022; danielweck; 
1629; "DAISY 2.02 import: missing ncc.html file extension filter in the file browser"; https://github.com/edrlab/thorium-reader/issues/1629; "bug"; closed; 01/27/2022; 03/06/2023; danielweck; danielweck
1628; "Thorium uses an old version of node-fetch which contains security holes / vulnerabilities"; https://github.com/edrlab/thorium-reader/issues/1628; ""; closed; 01/25/2022; 02/01/2022; danielweck; 
1627; "fixes #1563"; https://github.com/edrlab/thorium-reader/pull/1627; ""; closed; 01/24/2022; 02/04/2022; panaC; panaC
1626; "fixes #1620"; https://github.com/edrlab/thorium-reader/pull/1626; ""; closed; 01/24/2022; 02/04/2022; panaC; 
1625; "[Windows] can't build on Windows, divina-player tarball corrupted."; https://github.com/edrlab/thorium-reader/issues/1625; ""; closed; 01/24/2022; 01/24/2022; the-drunk-coder; 
1624; "Navigating back from a in-publication hyperlink jump (footnotes, etc.) - nav history? (back + forward buttons / keyboard commands)"; https://github.com/edrlab/thorium-reader/issues/1624; "enhancement,accessibility,user-interface,feature"; closed; 01/21/2022; 10/19/2022; spudthebud; 
1623; "localStorage origin-bound session data is reset (empty) since Thorium version 1.8 (was working in 1.7.3)"; https://github.com/edrlab/thorium-reader/issues/1623; "bug"; closed; 01/19/2022; 06/02/2022; civodulab; danielweck
1622; "[WIP] removal of SQLite3 and LevelDown native database dependencies"; https://github.com/edrlab/thorium-reader/pull/1622; ""; closed; 01/13/2022; 01/21/2022; danielweck; danielweck
1621; "UX request: image zoom feature to interactively expand dimensions (challenge: no interference with authored hyperlinks, user bookmarks, etc.)"; https://github.com/edrlab/thorium-reader/issues/1621; "user-interface,feature"; closed; 01/13/2022; 01/13/2022; danielweck; danielweck
1620; "Windows: opening EPUB files directly from file explorer fails when other than C:/ (imports in OPDS catalog view)"; https://github.com/edrlab/thorium-reader/issues/1620; ""; closed; 01/13/2022; 02/04/2022; wasniahC; panaC
1619; "Eliminate the dependency on native libraries SQLite3 and LevelDown"; https://github.com/edrlab/thorium-reader/issues/1619; ""; closed; 01/12/2022; 01/21/2022; danielweck; danielweck
1618; "LCP: up-to-date license download when not required"; https://github.com/edrlab/thorium-reader/issues/1618; "LCP"; closed; 01/11/2022; 01/12/2022; llemeurfr; danielweck
1617; "Text overlapping with 1.8.0 Regression Issue"; https://github.com/edrlab/thorium-reader/issues/1617; ""; closed; 01/10/2022; 01/13/2022; clapierre; 
1616; "Update list of supported formats (add DAISY) in multilingual XHTML info"; https://github.com/edrlab/thorium-reader/issues/1616; "documentation"; closed; 01/10/2022; 05/09/2022; danielweck; 
1615; "No audio controls for embedded wav files in 1.8.0 release"; https://github.com/edrlab/thorium-reader/issues/1615; ""; closed; 01/10/2022; 03/10/2023; clapierre; 
1614; "minor bug: OPDS URL protocol import generates extraneous forward slashes"; https://github.com/edrlab/thorium-reader/issues/1614; "bug,opds"; closed; 01/09/2022; 09/09/2022; danielweck; panaC
1613; "bug: cancelling one long download cancels all downloads"; https://github.com/edrlab/thorium-reader/issues/1613; ""; closed; 01/09/2022; 08/31/2022; danielweck; panaC
1612; "[audio mp3] Doesnt work in Mac and Win Thorium - V.1.7.3"; https://github.com/edrlab/thorium-reader/issues/1612; "bug,css"; closed; 01/04/2022; 03/17/2022; dualpixel-digital; danielweck
1611; "Please Post Release Checksums and Key Signatures with Verification Instructions"; https://github.com/edrlab/thorium-reader/issues/1611; ""; closed; 01/02/2022; 08/26/2022; uriscoes; danielweck
1610; "French fr xhtml fixes (follows  #1581 )"; https://github.com/edrlab/thorium-reader/pull/1610; ""; closed; 12/22/2021; 01/09/2022; danielweck; llemeurfr
1609; "Import font : lost focus"; https://github.com/edrlab/thorium-reader/issues/1609; ""; closed; 12/22/2021; 08/26/2022; civodulab; 
1608; "feat(a11y): 'where am i?' information in publication popup, CTRL+i keyboard shortcut with SHIFT modifier key to focus"; https://github.com/edrlab/thorium-reader/pull/1608; ""; closed; 12/22/2021; 12/23/2021; danielweck; 
1607; "Em dashes should have a pause in TTS"; https://github.com/edrlab/thorium-reader/issues/1607; "accessibility,feature,TTS"; open; 12/21/2021; 08/26/2022; 413Michele; 
1606; "Footnotes will not display properly if they are in an HTML file that is different from the text"; https://github.com/edrlab/thorium-reader/issues/1606; ""; closed; 12/18/2021; 02/09/2022; 1204244136; 
1605; "Why does the sepia theme change the white of my image ?"; https://github.com/edrlab/thorium-reader/issues/1605; ""; closed; 12/16/2021; 12/16/2021; civodulab; 
1604; "Proper fullscreen locked-in mode for 'interactive kiosk' touchscreen usage scenario"; https://github.com/edrlab/thorium-reader/issues/1604; "mouse-touch,user-interface,feature"; closed; 12/13/2021; 08/26/2022; bshary; 
1603; "Colour contrast, hover effect: Left and Right buttons"; https://github.com/edrlab/thorium-reader/issues/1603; "accessibility,user-interface,css"; closed; 12/12/2021; 12/13/2021; spudthebud; 
1602; "Thorium not exposing MathML to NVDA and probably Jaws"; https://github.com/edrlab/thorium-reader/issues/1602; "accessibility,TTS"; closed; 12/11/2021; 03/28/2022; GeorgeKerscher; danielweck
1601; "Is the 'main content' Region necessary? "; https://github.com/edrlab/thorium-reader/issues/1601; "accessibility,user-interface"; closed; 12/11/2021; 12/13/2021; spudthebud; 
1600; "GUI Colour contrast"; https://github.com/edrlab/thorium-reader/issues/1600; "accessibility,user-interface,css"; open; 12/08/2021; 01/21/2022; spudthebud; danielweck
1599; "Broken support for EPUBs with scripted visual user interaction / drag-and-drop"; https://github.com/edrlab/thorium-reader/issues/1599; ""; closed; 12/06/2021; 12/06/2021; danielweck; 
1598; "Regions in Thorium seem puzzling"; https://github.com/edrlab/thorium-reader/issues/1598; "accessibility,user-interface"; closed; 12/04/2021; 01/13/2022; spudthebud; 
1597; "EPUB pagebreaks not working with no-text in span (aria-label, title attribute)"; https://github.com/edrlab/thorium-reader/issues/1597; ""; closed; 12/03/2021; 12/03/2021; danielweck; 
1596; "CSS dialog modal full-window: ok/cancel buttons too far apart"; https://github.com/edrlab/thorium-reader/issues/1596; "enhancement,user-interface"; closed; 12/03/2021; 03/28/2022; danielweck; danielweck
1595; "[Feature Request] More navigation options in audio player"; https://github.com/edrlab/thorium-reader/issues/1595; ""; closed; 11/29/2021; 08/26/2022; tage64; 
1594; "Screen reader not automatically following hyperlinks destinations into content webview (from TOC GUI, etc.)"; https://github.com/edrlab/thorium-reader/issues/1594; ""; closed; 11/26/2021; 12/30/2021; GeorgeKerscher; 
1593; "Read aloud bogs down in MathML, could handle this better"; https://github.com/edrlab/thorium-reader/issues/1593; ""; closed; 11/25/2021; 12/13/2021; ways2read; 
1592; "Linux, LCP, crash"; https://github.com/edrlab/thorium-reader/issues/1592; ""; closed; 11/25/2021; 08/26/2022; llemeurfr; 
1591; "[dev / CI] Deprecation of Windows-2016 Virtual Machine / Visual Studio 2017 (MSBUILD) in GitHub Actions Continuous Integration service"; https://github.com/edrlab/thorium-reader/issues/1591; ""; closed; 11/22/2021; 12/02/2021; danielweck; 
1590; "Feature request:  default settings for all books and allow to edit title (metadata)"; https://github.com/edrlab/thorium-reader/issues/1590; ""; closed; 11/14/2021; 08/26/2022; cocoonkid; 
1589; "CSS library window refactor (Thibault)"; https://github.com/edrlab/thorium-reader/pull/1589; ""; closed; 11/12/2021; 11/12/2021; danielweck; 
1588; "feature request:  tags "; https://github.com/edrlab/thorium-reader/issues/1588; ""; closed; 11/11/2021; 11/11/2021; cocoonkid; 
1587; "MathML: should the app activate MathJax automatically if indicated in the OPF?"; https://github.com/edrlab/thorium-reader/issues/1587; "enhancement"; closed; 11/10/2021; 10/17/2022; llemeurfr; 
